DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,300,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,300,2,0.5,5,-100,0.15,1,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
1,kein_Terminated,Zeit abgelaufen,0.25,207,-6954.0,300.5,22,0,20250410-005436
2,kein_Terminated,Zeit abgelaufen,0.2,219,-9153.0,300.5,22,7,20250410-005459
3,kein_Terminated,Zeit abgelaufen,0.15,32,893.0,300.5,22,7,20250410-005523
4,kein_Terminated,Zeit abgelaufen,0.26,259,-15831.0,300.5,22,7,20250410-005548
5,kein_Terminated,Zeit abgelaufen,0.2,363,-21455.0,300.5,22,7,20250410-005611
6,kein_Terminated,Zeit abgelaufen,0.1,213,-14324.0,300.5,22,7,20250410-005635
7,kein_Terminated,Zeit abgelaufen,0.16,326,-21441.0,300.5,24,7,20250410-005700
8,kein_Terminated,Zeit abgelaufen,0.14,263,-11460.0,300.5,24,7,20250410-005725
9,kein_Terminated,Zeit abgelaufen,0.13,204,-12230.0,300.5,24,7,20250410-005750
10,kein_Terminated,Zeit abgelaufen,0.11,199,-11174.0,300.5,24,7,20250410-005815
11,kein_Terminated,Zeit abgelaufen,0.16,291,-21090.0,300.5,24,7,20250410-005841
12,kein_Terminated,Zeit abgelaufen,0.12,346,-26797.0,300.5,24,7,20250410-005907
13,kein_Terminated,Zeit abgelaufen,0.15,342,-25391.0,300.5,24,7,20250410-005931
14,kein_Terminated,Zeit abgelaufen,0.17,192,-9581.0,300.5,23,7,20250410-005958
15,kein_Terminated,Zeit abgelaufen,0.16,225,-11870.0,300.5,23,7,20250410-010021
16,kein_Terminated,Zeit abgelaufen,0.16,287,-18811.0,300.5,23,8,20250410-010047
17,kein_Terminated,Zeit abgelaufen,0.12,270,-16714.0,300.5,23,8,20250410-010112
